name,v_nom,x,y,v_mag_pu_set,control,generator,sub_network,psse_name,station,psse_type,area,zone,jurisdiction,v_ang_psse,coordinate_source,has_coordinates
1371,110.0,-6.3698501,53.4042822,1.01418,PQ,,0,BARNAGEERAGH,BARNAGEERAGH,1.0,11.0,11.0,IE,-7.6259,geocoded,True
1381,110.0,-8.3442652,51.8284805,1.0115,PQ,,0,BARNAHELY,BARNAHELY,1.0,10.0,10.0,IE,13.932,geocoded,True
1401,110.0,-9.5787377,54.1205007,1.07272,PQ,,0,BELLACORICK,BELLACORICK,1.0,2.0,2.0,IE,1.7699,geocoded,True
1411,110.0,-6.3674201,53.2968693,1.02228,PQ,,0,AIRTON,AIRTON,1.0,11.0,11.0,IE,-6.2253,geocoded,True
1421,110.0,-6.1746313,53.2914859,1.03275,PQ,,0,BLACKROCK,BLACKROCK,1.0,11.0,11.0,IE,-6.2769,geocoded,True
1431,110.0,-7.342814,52.7988347,1.02286,PQ,,0,BALLYRAGGET,BALLYRAGGET,1.0,9.0,9.0,IE,1.6262,geocoded,True
1441,110.0,-8.733195,51.7739278,1.01534,PQ,,0,BANDON,BANDON,1.0,6.0,6.0,IE,11.9079,geocoded,True
1451,110.0,-6.3610231,53.4034934,1.01423,PQ,,0,CLOGHRAN,CLOGHRAN,1.0,11.0,11.0,IE,-7.6177,geocoded,True
1461,110.0,-8.2546807,52.0958683,1.0103,PQ,,0,BARRYMORE,BARRYMORE,1.0,8.0,8.0,IE,10.0747,geocoded,True
1471,110.0,-6.2025287,53.409766,1.00212,PQ,,0,BELCAMP,BELCAMP,1.0,11.0,11.0,IE,-9.202,geocoded,True
1472,220.0,-6.2025287,53.409766,1.01707,PQ,,0,BELCAMP,BELCAMP,1.0,11.0,11.0,IE,-4.9342,geocoded,True
1481,110.0,-7.1703735,52.2286078,1.00945,PQ,,0,BUTLERSTOWN,BUTLERSTOWN,1.0,12.0,12.0,IE,6.0849,geocoded,True
1491,110.0,-6.4407825,53.6475064,1.02531,PQ,,0,DEENES,DEENES,1.0,7.0,7.0,IE,-7.5343,geocoded,True
1501,110.0,-8.7045456,51.7851436,1.01522,PQ,,0,BRINNY,BRINNY,1.0,6.0,6.0,IE,11.8991,geocoded,True
1511,110.0,-9.4380864,52.3305984,1.04976,PQ,,0,CLOGHBOOLA,CLOGHBOOLA,1.0,5.0,5.0,IE,7.875,geocoded,True
1521,110.0,-7.2520289,53.262337,1.04077,PQ,,0,BOGTOWN,BOGTOWN,1.0,11.0,11.0,IE,-5.864,neighbour mean,False
1522,220.0,-6.426741,53.4167869,1.01684,PQ,,0,CLONEE,CLONEE,1.0,11.0,11.0,IE,-4.5194,geocoded,True
1531,110.0,-8.213100449999999,51.87816345,1.00794,PQ,,0,BALLYADAM,BALLYADAM,1.0,9.0,9.0,IE,13.1795,neighbour mean,False
1541,110.0,-6.2725523,52.6502648,1.01963,PQ,,0,BANOGE,BANOGE,1.0,9.0,9.0,IE,0.6305,geocoded,True
1551,110.0,-8.9086408,52.0384891,1.03123,PQ,,0,BOGGERAGH,BOGGERAGH,1.0,5.0,5.0,IE,11.1494,geocoded,True
1561,110.0,-6.4525519,53.32992,1.02048,PQ,,0,COOLDERRIG,COOLDERRIG,1.0,11.0,11.0,IE,-7.0151,geocoded,True
1571,110.0,-8.2688178,55.0566404,1.08062,PQ,,0,ARDNAGAPPARY,ARDNAGAPPARY,1.0,1.0,1.0,IE,-10.6013,geocoded,True
1581,110.0,-6.3003671,53.372675,1.02549,PQ,,0,CABRA,CABRA,1.0,11.0,11.0,IE,-6.0744,geocoded,True
1601,110.0,-8.9141082,51.938191,1.03045,PQ,,0,CLASHAVOON,CLASHAVOON,1.0,5.0,5.0,IE,11.1581,geocoded,True
1602,220.0,-8.9141082,51.938191,1.03452,PQ,,0,CLASHAVOON,CLASHAVOON,1.0,5.0,5.0,IE,11.76,geocoded,True
1611,110.0,-9.2997624,51.9841297,1.035,PQ,,0,CLONKEEN,CLONKEEN,1.0,5.0,5.0,IE,8.9095,geocoded,True
1621,110.0,-8.6360252,51.8859966,1.01985,PQ,,0,COOLROE,COOLROE,1.0,10.0,10.0,IE,11.8079,geocoded,True
1631,110.0,-8.197639,54.1988681,1.05623,PQ,,0,CORDERRY,CORDERRY,1.0,1.0,1.0,IE,-4.5466,geocoded,True
1641,110.0,-8.8534296,53.3081124,1.05919,PQ,,0,CASHLA,CASHLA,1.0,2.0,2.0,IE,1.8462,geocoded,True
1642,220.0,-8.8534296,53.3081124,1.0368,PQ,,0,CASHLA,CASHLA,1.0,2.0,2.0,IE,3.3486,geocoded,True
1651,110.0,-9.548026,52.3787738,1.04091,PQ,,0,CLAHANE,CLAHANE,1.0,5.0,5.0,IE,6.0473,geocoded,True
1661,110.0,-9.2692746,53.8665266,1.06737,PQ,,0,CASTLEBAR,CASTLEBAR,1.0,2.0,2.0,IE,0.3284,geocoded,True
1671,110.0,-7.092703,53.2901576,1.03609,PQ,,0,KILCUMBER,KILCUMBER,1.0,11.0,11.0,IE,-5.4678,geocoded,True
1681,110.0,-8.8633008,51.8978487,1.0277,PQ,,0,CARRIGADROHI,CARRIGADROHI,1.0,6.0,6.0,IE,11.2908,geocoded,True
1691,110.0,-6.2060635,53.2702392,1.01459,PQ,,0,CENTRAL PARK,CENTRAL PARK,1.0,11.0,11.0,IE,-4.246,geocoded,True
1701,110.0,-8.1769822,54.4987533,1.07677,PQ,,0,CATH_FALL,CATH_FALL,1.0,1.0,1.0,IE,-8.4676,geocoded,True
1711,110.0,-6.2276046,53.4030295,1.03191,PQ,,0,CROMCASTLE,CROMCASTLE,1.0,11.0,11.0,IE,-7.1581,geocoded,True
1721,110.0,-7.8984212,52.3769959,1.00623,PQ,,0,CAHIR,CAHIR,1.0,8.0,8.0,IE,4.9254,geocoded,True
1731,110.0,-6.2276046,53.4030295,1.03191,PQ,,0,CROMCASTLE,CROMCASTLE,1.0,11.0,11.0,IE,-7.1581,geocoded,True
1741,110.0,-6.1967385,53.2562454,1.01434,PQ,,0,CARRICKMINES,CARRICKMINES,1.0,11.0,11.0,IE,-4.2173,geocoded,True
1742,220.0,-6.1967385,53.2562454,1.00912,PQ,,0,CARRICKMINES,CARRICKMINES,1.0,11.0,11.0,IE,-3.4283,geocoded,True
1761,110.0,-8.1042024,54.4875201,1.07679,PQ,,0,CLIFF,CLIFF,1.0,1.0,1.0,IE,-8.4679,geocoded,True
1781,110.0,-9.0544843,52.6298482,1.00732,PQ,,0,CASTLEFARM,CASTLEFARM,1.0,5.0,5.0,IE,3.8484,geocoded,True
1801,110.0,-6.3781277,53.2931796,1.00942,PQ,,0,COOKSTOWN,COOKSTOWN,1.0,11.0,11.0,IE,-4.3433,geocoded,True
1810,110.0,-6.2241754,53.407848,1.00171,PQ,,0,DARNDALE,DARNDALE,1.0,11.0,11.0,IE,-9.2711,geocoded,True
1811,110.0,-6.4497145,53.3179126,1.00956,PQ,,0,CLUTTERLAND,CLUTTERLAND,1.0,11.0,11.0,IE,-6.8207,geocoded,True
1821,110.0,-8.8482757,53.4834794,1.06217,PQ,,0,CLOON,CLOON,1.0,2.0,2.0,IE,0.1901,geocoded,True
1831,110.0,-9.5853139,53.3804345,1.0831,PQ,,0,SCREEB,SCREEB,1.0,2.0,2.0,IE,0.4004,geocoded,True
1841,110.0,-6.5144397,52.5323772,1.0199,PQ,,0,CRANE,CRANE,1.0,9.0,9.0,IE,2.1576,geocoded,True
1851,110.0,-6.1567888,53.2433051,1.01423,PQ,,0,CHERRYWOOD,CHERRYWOOD,1.0,11.0,11.0,IE,-4.2474,geocoded,True
1861,110.0,-8.1088425,53.9373054,1.05418,PQ,,0,CARRICK ON S,CARRICK ON S,1.0,3.0,3.0,IE,-4.3505,geocoded,True
1871,110.0,-6.3761003,53.4105364,1.01495,PQ,,0,COLLEGE PARK,COLLEGE PARK,1.0,11.0,11.0,IE,-7.5402,geocoded,True
1881,110.0,-8.6941349,52.3301844,1.02392,PQ,,0,CHARLEVILLE,CHARLEVILLE,1.0,5.0,5.0,IE,7.3977,geocoded,True
1901,110.0,-6.8445771,52.8325066,1.03624,PQ,,0,CARLOW,CARLOW,1.0,9.0,9.0,IE,0.0182,geocoded,True
1921,110.0,-8.3012481,51.8651043,1.01141,PQ,,0,COW CROSS,COW CROSS,1.0,10.0,10.0,IE,13.7855,geocoded,True
1931,110.0,-8.6491987,54.1111523,1.06303,PQ,,0,CUNGHILL,CUNGHILL,1.0,2.0,2.0,IE,-1.8782,geocoded,True
1941,110.0,-7.0847828,53.2891013,1.03609,PQ,,0,CUSHALING,CUSHALING,1.0,11.0,11.0,IE,-5.4678,geocoded,True
1951,110.0,-9.5059925,53.8093444,1.06687,PQ,,0,CARROWBEG,CARROWBEG,1.0,2.0,2.0,IE,-0.116,geocoded,True
1961,110.0,-8.3704585,51.9009511,1.01025,PQ,,0,CASTLEVIEW,CASTLEVIEW,1.0,10.0,10.0,IE,12.9674,geocoded,True
1971,110.0,-9.311485,51.9385387,1.07097,PQ,,0,COOMAGEARLAH,COOMAGEARLAH,1.0,5.0,5.0,IE,10.6256,geocoded,True
1981,110.0,-7.7446161,54.1527414,1.05795,PQ,,0,CORRACLASSY,CORRACLASSY,1.0,1.0,1.0,IE,-8.1841,geocoded,True
1991,110.0,-6.6343018,52.5904745,1.01864,PQ,,0,CASTLEDOCKRE,CASTLEDOCKRE,1.0,9.0,9.0,IE,2.4822,geocoded,True
2001,110.0,-7.2796709,52.2493148,1.00949,PQ,,0,CULLENAGH,CULLENAGH,1.0,12.0,12.0,IE,6.6645,geocoded,True
2002,220.0,-7.2796709,52.2493148,1.00151,PQ,,0,CULLENAGH,CULLENAGH,1.0,12.0,12.0,IE,9.0152,geocoded,True
2021,110.0,-6.4163263,53.2892499,1.01628,PQ,,0,CITY WEST,CITY WEST,1.0,11.0,11.0,IE,-7.3538,geocoded,True
2041,110.0,-6.3649353,53.4193712,1.01507,PQ,,0,CORDUFF,CORDUFF,1.0,11.0,11.0,IE,-7.4876,geocoded,True
2042,220.0,-6.3649353,53.4193712,1.01566,PQ,,0,CORDUFF,CORDUFF,1.0,11.0,11.0,IE,-4.5497,geocoded,True
2052,220.0,-6.3649353,53.4193712,1.01566,PQ,,0,CORDUFFB,CORDUFFB,1.0,11.0,11.0,IE,-4.5497,geocoded,True
2072,220.0,-6.3817801,53.4146281,1.01564,PQ,,0,CRUISERATH,CRUISERATH,1.0,11.0,11.0,IE,-4.5619,geocoded,True
2090,110.0,-9.174368900000001,53.321867600000004,1.07354,PQ,,0,KNOCKRANNY A,KNOCKRANNY A,1.0,2.0,2.0,IE,1.294,neighbour mean,False
2091,110.0,-9.289752,53.3598717,1.07995,PQ,,0,KNOCKRANNY,KNOCKRANNY,1.0,2.0,2.0,IE,0.8508,geocoded,True
2101,110.0,-6.4237884,54.0053368,1.04989,PQ,,0,DUNDALK,DUNDALK,1.0,7.0,7.0,IE,-6.2281,geocoded,True
2111,110.0,-9.3355257,53.3536722,1.07363,PQ,,0,UGGOOL,UGGOOL,1.0,2.0,2.0,IE,1.2933,geocoded,True
2121,110.0,-8.8613742,52.7239924,1.03733,PQ,,0,DRUMLINE,DRUMLINE,1.0,4.0,4.0,IE,3.4457,geocoded,True
2131,110.0,-9.2344983,52.4434711,1.04804,PQ,,0,DROMADA,DROMADA,1.0,5.0,5.0,IE,7.9039,geocoded,True
2141,110.0,-7.6536881,52.1082836,1.00964,PQ,,0,DUNGARVAN,DUNGARVAN,1.0,12.0,12.0,IE,8.5494,geocoded,True
2161,110.0,-7.6676498,52.3836007,1.00111,PQ,,0,DOON,DOON,1.0,8.0,8.0,IE,4.8805,geocoded,True
2171,110.0,-9.2491169,53.3058138,1.08082,PQ,,0,KNOCKALOUGH,KNOCKALOUGH,1.0,2.0,2.0,IE,0.8425,geocoded,True
2181,110.0,-6.4010215,53.7247696,1.02856,PQ,,0,DRYBRIDGE,DRYBRIDGE,1.0,7.0,7.0,IE,-7.4934,geocoded,True
2202,220.0,-6.6881005,53.1543743,1.01093,PQ,,0,DUNSTOWN,DUNSTOWN,1.0,11.0,11.0,IE,-1.3469,geocoded,True
2204,380.0,-6.6881005,53.1543743,1.00095,PQ,,0,DUNSTOWN,DUNSTOWN,1.0,11.0,11.0,IE,1.1067,geocoded,True
2221,110.0,-9.0897487,51.7232312,1.02576,PQ,,0,DUNMANWAY,DUNMANWAY,1.0,6.0,6.0,IE,11.0089,geocoded,True
2225,110.0,-9.0897487,51.7232312,1.02576,PQ,,0,DUNMANWAY,DUNMANWAY,1.0,6.0,6.0,IE,11.0089,geocoded,True
2231,110.0,-8.5499195,53.0367354,1.04143,PQ,,0,DERRYBRIEN,DERRYBRIEN,1.0,4.0,4.0,IE,1.5185,neighbour mean,False
2241,110.0,-7.928076,53.1259869,1.03405,PQ,,0,DALLOW,DALLOW,1.0,8.0,8.0,IE,-1.1105,geocoded,True
2251,110.0,-6.2342099,53.4212033,1.03219,PQ,,0,DARDISTOWN,DARDISTOWN,1.0,11.0,11.0,IE,-7.1314,geocoded,True
2261,110.0,-7.2138473,53.3581344,1.0382,PQ,,0,DERRYIRON,DERRYIRON,1.0,11.0,11.0,IE,-6.1425,geocoded,True
2281,110.0,-9.2692746,53.8665266,1.06489,PQ,,0,DALTON_A1,DALTON_A1,1.0,2.0,2.0,IE,0.4061,neighbour mean,False
2301,110.0,-6.8293304,53.3880882,1.03076,PQ,,0,DUNFIRTH,DUNFIRTH,1.0,11.0,11.0,IE,-6.5486,geocoded,True
2321,110.0,-7.7722302,54.8631648,1.0833,PQ,,0,DRUMKEEN,DRUMKEEN,1.0,1.0,1.0,IE,-11.028,geocoded,True
2361,110.0,-8.9358728,52.860201,1.04649,PQ,,0,ENNIS,ENNIS,1.0,4.0,4.0,IE,3.0675,geocoded,True
2391,110.0,-7.8209426,52.5172741,1.01124,PQ,,0,KILL HILL,KILL HILL,1.0,8.0,8.0,IE,3.7122,geocoded,True
2401,110.0,-7.2520289,53.262337,1.03999,PQ,,0,MOUNT LUCAS,MOUNT LUCAS,1.0,11.0,11.0,IE,-5.8436,geocoded,True
2421,110.0,-6.4476689,53.3238429,1.00943,PQ,,0,CORKAGH,CORKAGH,1.0,11.0,11.0,IE,-6.8468,geocoded,True
2481,110.0,-6.1967385,53.2562454,1.00843,PQ,,0,FASS EAST,FASS EAST,1.0,11.0,11.0,IE,-4.3359,neighbour mean,False
2491,110.0,-6.1967385,53.2562454,1.00849,PQ,,0,FASS WEST,FASS WEST,1.0,11.0,11.0,IE,-4.3286,neighbour mean,False
2521,110.0,-8.1238358,53.9116793,1.05427,PQ,,0,FLAGFORD,FLAGFORD,1.0,2.0,2.0,IE,-4.1988,geocoded,True
2522,220.0,-8.1238358,53.9116793,1.04636,PQ,,0,FLAGFORD,FLAGFORD,1.0,2.0,2.0,IE,-2.3217,geocoded,True
2541,110.0,-6.2623108,53.3357725,1.03334,PQ,,0,FRN ST A,FRN ST A,1.0,11.0,11.0,IE,-6.2849,neighbour mean,False
2551,110.0,-6.319565450000001,53.33946485,1.02348,PQ,,0,FRN ST B,FRN ST B,1.0,11.0,11.0,IE,-6.109,neighbour mean,False
2561,110.0,-6.3257744,53.4124627,1.02581,PQ,,0,FIN_URBAN,FIN_URBAN,1.0,11.0,11.0,IE,-5.9897,geocoded,True
2562,220.0,-6.3149241,53.4055029,1.01767,PQ,,0,FINGLAS,FINGLAS,1.0,11.0,11.0,IE,-4.8384,geocoded,True
2563,220.0,-6.3149241,53.4055029,1.01767,PQ,,0,FINGLAS220B,FINGLAS220,1.0,11.0,11.0,IE,-4.8384,geocoded,True
2571,110.0,-6.3149241,53.4055029,1.03193,PQ,,0,FIN_RURAL,FIN_RURAL,1.0,11.0,11.0,IE,-6.9906,geocoded,True
2581,110.0,-6.3761003,53.4105364,1.01519,PQ,,0,FINGLAS B5,FINGLAS B5,1.0,11.0,11.0,IE,-7.5438,neighbour mean,False
2591,110.0,-6.4171604,53.2829452,1.01605,PQ,,0,FORTUNESTOWN,FORTUNESTOWN,1.0,11.0,11.0,IE,-7.3638,geocoded,True
2671,110.0,-8.1924874,54.1504588,1.05466,PQ,,0,GARVAGH,GARVAGH,1.0,1.0,1.0,IE,-4.5299,geocoded,True
2681,110.0,-7.9859944,53.9144475,1.0514,PQ,,0,GILRA,GILRA,1.0,3.0,3.0,IE,-4.3879,geocoded,True
2691,110.0,-6.4586834,53.6572305,1.02713,PQ,,0,GARBALLAGH,GARBALLAGH,1.0,7.0,7.0,IE,-7.2973,geocoded,True
2701,110.0,-6.2384064,53.4677716,1.02598,PQ,,0,GLASMORE,GLASMORE,1.0,11.0,11.0,IE,-7.5684,geocoded,True
2721,110.0,-6.5644585,53.3435573,1.02521,PQ,,0,GRIFFINRATH,GRIFFINRATH,1.0,11.0,11.0,IE,-4.9624,geocoded,True
2731,110.0,-9.3067693,51.925463,1.07099,PQ,,0,GLANLEE,GLANLEE,1.0,5.0,5.0,IE,10.6249,geocoded,True
2741,110.0,-6.99172,52.2815845,1.01065,PQ,,0,GREAT ISLAND,GREAT ISLAND,1.0,9.0,9.0,IE,5.7354,geocoded,True
2742,220.0,-6.99172,52.2815845,1.0,PQ,27474-1,0,GREAT ISLAND,GREAT ISLAND,1.0,9.0,9.0,IE,8.1053,geocoded,True
2761,110.0,-6.1520925,53.3996226,1.03191,PQ,,0,GRANGE,GRANGE,1.0,11.0,11.0,IE,-7.1743,geocoded,True
2771,110.0,-9.131237,52.0026938,1.06958,PQ,,0,GARROW,GARROW,1.0,5.0,5.0,IE,10.6821,geocoded,True
2781,110.0,-9.0132121,53.290063,1.06592,PQ,,0,GALWAY,GALWAY,1.0,2.0,2.0,IE,1.3608,geocoded,True
2791,110.0,-6.3653809,53.450696,1.01825,PQ,,0,GALLANSTOWN,GALLANSTOWN,1.0,11.0,11.0,IE,-7.4941,geocoded,True
2801,110.0,-7.9351078,54.6871253,1.08818,PQ,,0,GOLAGH,GOLAGH,1.0,1.0,1.0,IE,-9.821,geocoded,True
2821,110.0,-7.5811846,54.1291946,1.05294,PQ,,0,GORTAWEE,GORTAWEE,1.0,1.0,1.0,IE,-8.2705,geocoded,True
2841,110.0,-6.6442071,53.7009328,1.0311,PQ,,0,GORMAN,GORMAN,1.0,7.0,7.0,IE,-6.8174,geocoded,True
2842,220.0,-6.6442071,53.7009328,1.02726,PQ,,0,GORMAN,GORMAN,1.0,7.0,7.0,IE,-4.5728,geocoded,True
2852,220.0,-8.2496363,51.8150801,1.0,PQ,28571-1,0,GLANAGOW,GLANAGOW,1.0,10.0,10.0,IE,18.1598,geocoded,True
2861,110.0,-6.4452964,53.3299746,1.02054,PQ,,0,GRANGE CASTL,GRANGE CASTL,1.0,11.0,11.0,IE,-6.9951,geocoded,True
2870,110.0,-7.9951038,54.6870462,1.08819,PQ,,0,CLOGHER,CLOGHER,1.0,1.0,1.0,IE,-9.8112,geocoded,True
2871,110.0,-7.9951038,54.6870462,1.08819,PQ,,0,CLOGHER,CLOGHER,1.0,1.0,1.0,IE,-9.8112,geocoded,True
2881,110.0,-9.023808,52.2053487,1.02018,PQ,,0,GLENLARA,GLENLARA,1.0,5.0,5.0,IE,6.98,geocoded,True
2941,110.0,-6.2754277,53.3290125,1.03335,PQ,,0,HAROLDS CROS,HAROLDS CROS,1.0,11.0,11.0,IE,-6.2756,geocoded,True
2951,110.0,-6.3000097,53.3451523,1.02347,PQ,,0,HEUSTON SQUA,HEUSTON SQUA,1.0,11.0,11.0,IE,-6.1026,geocoded,True
2962,220.0,-6.3249285,53.4109851,1.01768,PQ,,0,HUNTSTOWN,HUNTSTOWN,1.0,11.0,11.0,IE,-4.8385,geocoded,True
2972,220.0,-6.3649353,53.4193712,1.0128,PQ,29673-2,0,HUNTSTOWN 2,HUNTSTOWN 2,1.0,11.0,11.0,IE,-4.2218,neighbour mean,False
3061,110.0,-8.661073,51.9017859,1.02112,PQ,,0,INISCARRA,INISCARRA,1.0,6.0,6.0,IE,11.7268,geocoded,True
3081,110.0,-6.3391212,53.3337774,1.02351,PQ,,0,INCH_CITY,INCH_CITY,1.0,11.0,11.0,IE,-6.0715,geocoded,True
3082,220.0,-6.3391212,53.3337774,1.01756,PQ,,0,INCHICORE,INCHICORE,1.0,11.0,11.0,IE,-4.4647,geocoded,True
3091,110.0,-6.3391212,53.3337774,1.0213,PQ,,0,INCH_COUNTRY,INCH_COUNTRY,1.0,11.0,11.0,IE,-6.834,geocoded,True
3101,110.0,-7.7713595,52.91857,1.02043,PQ,,0,IKERRIN,IKERRIN,1.0,8.0,8.0,IE,1.1516,geocoded,True
3122,220.0,-6.2019353,53.3400724,1.01162,PQ,31271-1,0,IRISHTOWN,IRISHTOWN,1.0,11.0,11.0,IE,-3.6794,geocoded,True
3190,110.0,-9.3733302,52.4345623,1.0388,PQ,,0,KNOCKANURE,KNOCKANURE,1.0,5.0,5.0,IE,6.0946,geocoded,True
3191,110.0,-9.3733302,52.4345623,1.04647,PQ,,0,KNOCKANURE,KNOCKANURE,1.0,5.0,5.0,IE,7.9212,geocoded,True
3192,220.0,-9.3733302,52.4345623,1.03912,PQ,,0,KNOCKANURE,KNOCKANURE,1.0,5.0,5.0,IE,7.9278,geocoded,True
3201,110.0,-8.3194761,51.9541985,1.0118,PQ,,0,KNOCKRAHA,KNOCKRAHA,1.0,10.0,10.0,IE,12.7781,geocoded,True
3202,220.0,-8.3194761,51.9541985,1.00579,PQ,,0,KNOCKRAHA,KNOCKRAHA,1.0,10.0,10.0,IE,15.2193,geocoded,True
3203,220.0,-8.3194761,51.9541985,1.00579,PQ,,0,KNOCKRAHA,KNOCKRAHA,1.0,10.0,10.0,IE,15.2193,geocoded,True
3209,110.0,-8.3194761,51.9541985,1.0118,PQ,,0,KNOCKRAHA,KNOCKRAHA,1.0,10.0,10.0,IE,12.7781,geocoded,True
3221,110.0,-8.4769397,51.9224604,1.01432,PQ,,0,KILBARRY,KILBARRY,1.0,10.0,10.0,IE,12.3475,geocoded,True
3241,110.0,-6.5400403,53.2465815,1.02612,PQ,,0,KILTEEL,KILTEEL,1.0,11.0,11.0,IE,-5.6404,geocoded,True
3251,110.0,-9.5436255,52.302124,1.04298,PQ,,0,REAMORE,REAMORE,1.0,5.0,5.0,IE,6.0274,geocoded,True
3261,110.0,-7.1718695,52.6405514,1.02509,PQ,,0,KILKENNY,KILKENNY,1.0,9.0,9.0,IE,1.9286,geocoded,True
3281,110.0,-8.5454912,52.6401871,1.02861,PQ,,0,KILLONAN,KILLONAN,1.0,8.0,8.0,IE,5.0183,geocoded,True
3282,220.0,-8.5454912,52.6401871,1.01412,PQ,,0,KILLONAN,KILLONAN,1.0,8.0,8.0,IE,6.7735,geocoded,True
3301,110.0,-9.4387403,52.0764652,1.03832,PQ,,0,KNOCKEARAGH,KNOCKEARAGH,1.0,5.0,5.0,IE,7.3882,geocoded,True
